(4, 0.0, 0.0)
(4, 0.0, 0.0)
(4, 0.0, 0.0)
(4, 0.0, 0.0)
(4, 0.0015044212341308594, 0.004011789957682292)
(8, 0.0, 0.0)
(8, 0.004141092300415039, 0.005354139539930556)
(8, 0.0009999275207519531, 0.005564814028532609)
(8, 0.0035049915313720703, 0.006502013275588768)
(8, 0.0021033287048339844, 0.006903232672275641)
(16, 0.005999088287353516, 0.012379754707475281)
(16, 0.0017294883728027344, 0.01031710813762971)
(16, 0.0025360584259033203, 0.02743531280950809)
(16, 0.0070002079010009766, 0.01428909316015698)
(16, 0.0030422210693359375, 0.012149603900060939)
